population_key\tbot_guid\trace_id\tclass_id\tgender\tplayer_bytes\tplayer_bytes2
active_random_rotation	18281	5	4	0	17303299	33554436
active_random_rotation	18282	10	1	1	201721097	33554432
active_random_rotation	18283	3	1	0	590080	33554435
active_random_rotation	18284	1	8	1	152306950	33554432
active_random_rotation	18285	10	4	1	168429065	33554432
active_random_rotation	18286	1	3	1	151521032	33554432
active_random_rotation	18287	10	3	0	202309889	33554434
active_random_rotation	18288	7	4	1	134939397	33554432
active_random_rotation	18289	9	3	0	34013186	33554435
active_random_rotation	18533	9	8	0	67109376	33554432
active_random_rotation	18534	5	8	1	168624131	33554437
active_random_rotation	18535	9	9	0	67239938	33554434
active_random_rotation	18536	7	9	1	50856707	33554432
active_random_rotation	18537	1	3	0	151257862	33554438
active_random_rotation	18538	4	11	1	134611722	33554440
active_random_rotation	18539	9	3	0	16843265	33554433
active_random_rotation	18540	9	1	0	50987264	33554434
active_random_rotation	18541	1	9	1	16780033	33554432
active_random_rotation	18587	4	1	1	50659593	33554436
active_random_rotation	18588	1	3	0	118032903	33554440
active_random_rotation	18589	1	3	1	118360066	33554432
active_random_rotation	18590	9	4	1	50331905	33554432
active_random_rotation	18591	9	1	0	327682	33554432
active_random_rotation	18592	10	2	0	17171969	33554433
active_random_rotation	18593	10	2	1	151454210	33554432
active_random_rotation	18594	9	3	1	33620226	33554432
active_random_rotation	18595	9	8	0	50397186	33554436
active_random_rotation	19028	10	4	0	118032388	33554441
active_random_rotation	19029	6	3	1	50593801	33554432
active_random_rotation	19030	4	3	1	100927237	33554432
active_random_rotation	19031	6	11	0	100991494	33554432
active_random_rotation	19032	7	1	1	589824	33554432
active_random_rotation	19033	3	3	0	33753090	33554438
active_random_rotation	19034	4	3	1	134480137	33554432
active_random_rotation	19035	10	2	1	135464969	33554432
active_random_rotation	19036	6	11	0	17105152	33554432
active_random_rotation	19127	9	1	0	34013184	33554434
active_random_rotation	19128	10	5	1	168953866	33554432
active_random_rotation	19129	10	2	0	252183816	33554435
active_random_rotation	19130	10	4	1	168363012	33554432
active_random_rotation	19131	4	3	1	67699722	33554440
active_random_rotation	19132	2	3	1	17105158	33554432
active_random_rotation	19133	5	4	0	101124352	33554435
active_random_rotation	19134	9	4	0	17170689	33554434
active_random_rotation	19135	4	5	0	151191812	33554440
active_random_rotation	19161	1	3	0	67110665	33554435
active_random_rotation	19253	4	4	0	17104903	33554434
active_random_rotation	19254	10	1	1	84739329	33554432
active_random_rotation	19255	6	7	0	84411403	33554432
active_random_rotation	19256	4	4	1	16844800	33554436
active_random_rotation	19257	10	1	1	151060997	33554432
active_random_rotation	19258	3	3	1	152175365	33554432
active_random_rotation	19259	9	9	0	34275329	33554435
active_random_rotation	19260	10	4	0	101386503	33554433
active_random_rotation	19261	6	11	1	84148235	33554432
active_random_rotation	19316	10	1	0	235799304	33554441
active_random_rotation	19317	5	9	0	134678786	33554432
active_random_rotation	19318	2	3	0	17434627	33554436
active_random_rotation	19319	7	4	1	134284288	33554432
